"Type","Categories","SKU","Name","Published","Visibility in catalog","In stock?","Regular price","Sale price","Attribute 1 name","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 visible","Attribute 2 global","Images","Attribute 1 value(s)","Attribute 2 value(s)","Parent"
"variation","","SKUF37402-Yellow","Floral Print Casual Cotton Dress-Yellow",1,"visible",1,24.99,24.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/45/03/6b59add5-1ad2-4291-9742-f7f4c195f06f.jpg","Yellow","","SKUF37402"
"variation","","SKUF37402-Red","Floral Print Casual Cotton Dress-Red",1,"visible",1,24.99,24.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/DB/58/926dda3b-766d-4e3f-84a2-84ad021b3dc2.jpg","Red","","SKUF37402"
"variation","","SKUF37402-Navy","Floral Print Casual Cotton Dress-Navy",1,"visible",1,24.99,24.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/2F/BC/83722d81-95fc-4f18-a0e7-b452f7359765.jpg","Navy","","SKUF37402"
"variable","Two Pieces Outfits","SKUF47822","Thin & Breathable Cotton Outfits Sets",1,"visible",1,28.99,28.99,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/4A/6F/6eca7a02-4d4e-4009-b1de-5c2e127bd389.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E7/09/961fdfdd-ad55-4e7c-9851-3f07e38ef9e3.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/AE/4D/40c1a349-323d-4a32-bd8d-b03389812929.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D3/36/a9cb3634-e08d-4bef-b191-0fe110820a2a.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/67/12/0acebaae-736e-4094-999c-14689f39f15d.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/7B/D0/9f7a10bc-90bb-4e0b-9270-6f691945fd00.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B1/E1/889dc460-01fb-41f4-8e19-d00b58d1e110.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/49/B9/2edcc2cd-3db5-41fb-92f1-3d8343026262.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B0/D1/34107a6e-8c80-4f42-8e8c-e469baedbe43.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/3C/0C/ec78b31f-f458-457f-9dc5-3a8847ae470b.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/4A/6F/6eca7a02-4d4e-4009-b1de-5c2e127bd389.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/AE/4D/40c1a349-323d-4a32-bd8d-b03389812929.jpg","Green,Army Green","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL",""
"variation","","SKUF47822-Green","Thin & Breathable Cotton Outfits Sets-Green",1,"visible",1,28.99,28.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/4A/6F/6eca7a02-4d4e-4009-b1de-5c2e127bd389.jpg","Green","","SKUF47822"
"variation","","SKUF47822-Army Green","Thin & Breathable Cotton Outfits Sets-Army Green",1,"visible",1,28.99,28.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/AE/4D/40c1a349-323d-4a32-bd8d-b03389812929.jpg","Army Green","","SKUF47822"
"variable","Skull Caps","SKUG06864","COLLROWN Men & Women Patchwork Color Brimless Beanie Landlord Cap",1,"visible",1,9.29,9.29,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/3D/7C/494dc4db-ae57-4094-b5cc-b3f2ae615e9f.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/2D/EA/6df662f9-8fb6-4c82-8dbc-ca13a5c815ad.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/72/83/a6b133a0-07c9-4bc5-823e-074fac98a836.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B8/77/4466888d-8231-4768-a13e-75b331a4a853.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/36/0C/64d7b78b-7145-450d-95b2-4755a6834835.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/1A/16/1b872dd4-2c7f-4c2f-86cb-e8fede8270f8.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5D/01/765b012d-80bc-413b-80bd-f1491edc5e67.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B1/E0/bc6dc772-a2a8-479c-b305-316239122311.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/75/A8/2ef15ff6-2139-4710-96be-bd9525cb2c5d.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/BE/55/0c00c93e-0ea8-4a8e-9897-b9fdbb2b4985.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/DC/AE/a5ac18e7-7cd9-4a58-afed-7f1cc0ae0f6d.jpg","#01","",""
"variation","","SKUG06864-#01","COLLROWN Men & Women Patchwork Color Brimless Beanie Landlord Cap-#01",1,"visible",1,9.29,9.29,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/DC/AE/a5ac18e7-7cd9-4a58-afed-7f1cc0ae0f6d.jpg","#01","","SKUG06864"
"variable","T-Shirts","SKUF33157","Floral Printed O-neck T-shirt",1,"visible",1,15.84,15.84,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/43/E7/7acb9730-4846-4554-872b-0ecde479d251.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/FF/F5/eca19d13-9501-40d6-8e6c-39a1e5f9b00e.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/FB/4D/795dc2f4-d005-4415-8887-626076b03ed4.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/FF/F5/eca19d13-9501-40d6-8e6c-39a1e5f9b00e.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/FB/4D/795dc2f4-d005-4415-8887-626076b03ed4.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/93/6A/4896e08a-4443-4c96-97fd-68cd400e5dec.jpg","Green,Blue,White","ASIA L,ASIA XL,ASIA XXL,ASIA 3XL,ASIA 4XL,ASIA 5XL,ASIA 6XL",""
"variation","","SKUF33157-Green","Floral Printed O-neck T-shirt-Green",1,"visible",1,15.84,15.84,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/FF/F5/eca19d13-9501-40d6-8e6c-39a1e5f9b00e.jpg","Green","","SKUF33157"
"variation","","SKUF33157-Blue","Floral Printed O-neck T-shirt-Blue",1,"visible",1,15.84,15.84,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/FB/4D/795dc2f4-d005-4415-8887-626076b03ed4.jpg","Blue","","SKUF33157"
"variation","","SKUF33157-White","Floral Printed O-neck T-shirt-White",1,"visible",1,15.84,15.84,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/93/6A/4896e08a-4443-4c96-97fd-68cd400e5dec.jpg","White","","SKUF33157"
"variable","Sneakers&Athletic","SKUD79023","Men Suede Non Slip Casual Hiking Shoes",1,"visible",1,49.93,49.93,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/58/53/4671489d-ab0e-4289-82a0-4f5a2eb5cf14.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DF/FC/37028fad-493f-4392-91a7-8ded2227dcf1.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/F6/C8/7c89c5b1-bbaf-4ad0-9592-6872c6d13004.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/39/9B/ffc31911-1606-4eab-aeb7-a064233fd5d0.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/36/AC/a2bc17da-c245-487a-a229-d052caeb0c5e.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/07/0B/cd80e8c4-b8bf-41bb-9c70-d397db8f437c.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DF/D2/857b3b6a-edae-4352-991f-d87e443ef0c5.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/23/4A/484a0221-c014-49f7-9482-04087d0efc96.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DA/57/03172bd9-ad83-437a-b240-1c9417d13553.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/7E/55/4c0948da-ab15-47fb-ac1f-2e4b9ea09a08.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/29/26/2e80141d-2f70-4b63-8cc6-65752d36d51e.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/0C/BD/5d1c78d1-522a-45b3-93d0-cfe49082f891.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/82/D9/de7270dd-400b-4408-8da0-655b736d3c54.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/FD/BB/4a228a8f-38ec-4132-87e8-eff0f59703da.jpg","Black,Blue,Grey","ASIA 39,ASIA 40,ASIA 41,ASIA 42,ASIA 43,ASIA 44,ASIA 45,ASIA 46",""
"variation","","SKUD79023-Black","Men Suede Non Slip Casual Hiking Shoes-Black",1,"visible",1,49.93,49.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/0C/BD/5d1c78d1-522a-45b3-93d0-cfe49082f891.jpg","Black","","SKUD79023"
"variation","","SKUD79023-Blue","Men Suede Non Slip Casual Hiking Shoes-Blue",1,"visible",1,49.93,49.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/82/D9/de7270dd-400b-4408-8da0-655b736d3c54.jpg","Blue","","SKUD79023"
"variation","","SKUD79023-Grey","Men Suede Non Slip Casual Hiking Shoes-Grey",1,"visible",1,49.93,49.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/FD/BB/4a228a8f-38ec-4132-87e8-eff0f59703da.jpg","Grey","","SKUD79023"
"variable","Pants","SKUF69745","Corduroy Side Stripe Pants",1,"visible",1,21.92,21.92,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CF/D1/f6c5ba63-69b4-4829-ae19-95adc44c4897.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/74/12/22247e87-51a4-44be-98a8-7fbb5bd10247.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E7/D8/a9ae730a-c323-482d-a4b6-29c042e9e096.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/BC/AC/dd198bfb-ff86-4968-9951-0d56155119d1.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/FB/8F/524b1121-4c67-4430-8db5-8e2a29fabd69.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/75/97/c4f17735-7b06-455f-88c6-415bf210a013.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/67/59/c689e08c-b376-4279-8931-8c618036ca2b.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/AB/0F/0f65c2e2-97c7-4ffb-923c-155531d019e8.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C1/9B/84445671-3da4-4168-ae24-9c77fe135318.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F1/68/3ebf084d-d9dc-4779-8faa-a4ff2c32697a.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E7/D8/a9ae730a-c323-482d-a4b6-29c042e9e096.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CF/D1/f6c5ba63-69b4-4829-ae19-95adc44c4897.jpg","Blue,Brown","ASIA 32,ASIA 34,ASIA 36,ASIA 38,ASIA 40",""
"variation","","SKUF69745-Blue","Corduroy Side Stripe Pants-Blue",1,"visible",1,21.92,21.92,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E7/D8/a9ae730a-c323-482d-a4b6-29c042e9e096.jpg","Blue","","SKUF69745"
"variation","","SKUF69745-Brown","Corduroy Side Stripe Pants-Brown",1,"visible",1,21.92,21.92,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CF/D1/f6c5ba63-69b4-4829-ae19-95adc44c4897.jpg","Brown","","SKUF69745"
"variable","Board Shorts","SKUG81653","Tribal Pattern Print Beach Board Shorts",1,"visible",1,17.99,17.99,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/FC/FA/dfb3deb6-560b-4aa3-a14f-62b69a67d826.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/22/99/1e97b80e-7bea-4e28-9b8b-08b92520bec5.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F0/D9/a5ef0650-6386-488a-81da-826a078ed1f9.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/BF/CE/c3f8d2bf-9740-46ca-bdf9-92dea2c934ca.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/86/FE/d16f669e-9354-4400-b7e2-97741a2d7a6b.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/9F/2F/eb68c6b9-2538-4aea-bbbe-20df0ebecfe8.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/87/F5/30dd814e-db58-4601-a7ee-a53da78157c6.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/12/B7/46bb1a80-15ef-4afc-8d38-2ff9eb6869eb.jpg","Apricot","ASIA 32,ASIA 34,ASIA 36,ASIA 38,ASIA 40",""
"variation","","SKUG81653-Apricot","Tribal Pattern Print Beach Board Shorts-Apricot",1,"visible",1,17.99,17.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/12/B7/46bb1a80-15ef-4afc-8d38-2ff9eb6869eb.jpg","Apricot","","SKUG81653"
"variable","T-Shirts","SKUF12308","Solid Color Character Print T-Shirts",1,"visible",1,15.93,15.93,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CF/98/365f560d-37db-4e52-894a-40f4a10eec6b.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/8D/5A/f9f2e5c9-bdec-4d47-80a3-770f1032d5c3.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D3/CF/a3f6952f-641e-46f9-b4d8-1ecce0c27503.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/87/C5/b863ab42-aa3a-469f-964e-89c5486f0e43.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/08/F9/a8e5d5f4-ecac-4bdf-a3d7-8405801ede03.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/41/D9/a1a7a2bf-2c61-4af2-9da3-7d49a2763023.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/64/6F/91347551-c8c7-4d72-9b0c-7902ab912946.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/BD/68/cc6e2d59-4a48-4697-a1ff-92d8dd30a058.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/94/C8/65375c32-6c58-40b6-a8d7-42dea74bf05d.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A0/2F/bc6e7d90-6f29-43b9-ad83-05714d98b093.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/87/C5/b863ab42-aa3a-469f-964e-89c5486f0e43.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CF/98/365f560d-37db-4e52-894a-40f4a10eec6b.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D3/CF/a3f6952f-641e-46f9-b4d8-1ecce0c27503.jpeg","White,Grey,Black","ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL",""
"variation","","SKUF12308-White","Solid Color Character Print T-Shirts-White",1,"visible",1,15.93,15.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/87/C5/b863ab42-aa3a-469f-964e-89c5486f0e43.jpg","White","","SKUF12308"
"variation","","SKUF12308-Grey","Solid Color Character Print T-Shirts-Grey",1,"visible",1,15.93,15.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CF/98/365f560d-37db-4e52-894a-40f4a10eec6b.jpg","Grey","","SKUF12308"
"variation","","SKUF12308-Black","Solid Color Character Print T-Shirts-Black",1,"visible",1,15.93,15.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D3/CF/a3f6952f-641e-46f9-b4d8-1ecce0c27503.jpeg","Black","","SKUF12308"
"variable","Flats","SKUF95776","Men Non Slip Soft Sole Casaul Driving Shoes",1,"visible",1,35.94,35.94,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/0C/D3/c4312cbd-d33f-4636-af17-ab0f75abaccb.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/57/94/828124d0-21a2-47d7-9c01-9751b1f2921c.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5B/BD/abf9ea0f-84a9-4e94-a543-6d3bcfe89888.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D1/7B/0ed2678b-2ec1-44bd-9f12-6d29e5062202.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/FE/30/21dceb41-d956-4294-a37a-e94e10b88e4e.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/72/17/0f650714-88e3-4120-9132-3f5dfeaa8bd8.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/1A/55/29256633-e4ca-4498-96c6-25e91ac7ba99.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F0/E2/f6388864-65d0-4188-a98a-68e3f03d116c.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A2/31/2067a060-4916-48d4-8645-c7e3d6e0c2cf.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F0/71/18331d0d-de2f-4857-9dad-c9eeb7716991.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/13/82/80184f46-43e9-4b10-8dec-1509752a33a3.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/86/F9/ef4cee4d-5308-4a3d-a722-4425efa1eb13.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/60/EC/8d8ab662-5589-4433-8906-82b24c52de63.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/0B/57/6c94a852-e36e-445d-9fcd-bc8c5ba360d3.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B7/36/7c23cc49-de19-419d-aa42-d1ed620f09eb.jpg","Red Brown,Black,Yellow Brown","ASIA 39,ASIA 40,ASIA 41,ASIA 42,ASIA 43,ASIA 44,ASIA 45,ASIA 46,ASIA 47,ASIA 48,ASIA 49,ASIA 50",""
"variation","","SKUF95776-Red Brown","Men Non Slip Soft Sole Casaul Driving Shoes-Red Brown",1,"visible",1,35.94,35.94,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/60/EC/8d8ab662-5589-4433-8906-82b24c52de63.jpg","Red Brown","","SKUF95776"
"variation","","SKUF95776-Black","Men Non Slip Soft Sole Casaul Driving Shoes-Black",1,"visible",1,35.94,35.94,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/0B/57/6c94a852-e36e-445d-9fcd-bc8c5ba360d3.jpg","Black","","SKUF95776"
"variation","","SKUF95776-Yellow Brown","Men Non Slip Soft Sole Casaul Driving Shoes-Yellow Brown",1,"visible",1,35.94,35.94,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B7/36/7c23cc49-de19-419d-aa42-d1ed620f09eb.jpg","Yellow Brown","","SKUF95776"
"variable","Pants & Capris","SKUF28513","Printed Elastic Waist Pants",1,"visible",1,27.97,27.97,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E2/19/6ac9ce94-96ca-45e7-a8df-7ae88c95e241.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C3/E0/532f72fd-ef3e-4692-b6c6-5ed0f7b974ec.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F6/23/5dd6ea48-87dd-4b08-8be4-349938ec6e7a.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F3/BC/dcb98bf5-1410-4123-81b1-de5a665be9fc.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D4/AC/09bcd118-4e19-4506-b0ca-4146288ca42e.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D4/AC/09bcd118-4e19-4506-b0ca-4146288ca42e.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F6/23/5dd6ea48-87dd-4b08-8be4-349938ec6e7a.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C3/E0/532f72fd-ef3e-4692-b6c6-5ed0f7b974ec.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E2/19/6ac9ce94-96ca-45e7-a8df-7ae88c95e241.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F3/BC/dcb98bf5-1410-4123-81b1-de5a665be9fc.jpg","Green,Black,Navy,Grey,Yellow","ASIA L,ASIA XL,ASIA XXL,ASIA 3XL,ASIA 4XL,ASIA 5XL,ASIA 6XL,ASIA 7XL",""
"variation","","SKUF28513-Green","Printed Elastic Waist Pants-Green",1,"visible",1,27.97,27.97,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D4/AC/09bcd118-4e19-4506-b0ca-4146288ca42e.jpg","Green","","SKUF28513"
"variation","","SKUF28513-Black","Printed Elastic Waist Pants-Black",1,"visible",1,27.97,27.97,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F6/23/5dd6ea48-87dd-4b08-8be4-349938ec6e7a.jpg","Black","","SKUF28513"
"variation","","SKUF28513-Navy","Printed Elastic Waist Pants-Navy",1,"visible",1,27.97,27.97,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C3/E0/532f72fd-ef3e-4692-b6c6-5ed0f7b974ec.jpg","Navy","","SKUF28513"
"variation","","SKUF28513-Grey","Printed Elastic Waist Pants-Grey",1,"visible",1,27.97,27.97,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E2/19/6ac9ce94-96ca-45e7-a8df-7ae88c95e241.jpg","Grey","","SKUF28513"
"variation","","SKUF28513-Yellow","Printed Elastic Waist Pants-Yellow",1,"visible",1,27.97,27.97,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F3/BC/dcb98bf5-1410-4123-81b1-de5a665be9fc.jpg","Yellow","","SKUF28513"
"variable","Shirts","SKUF08173","Plant & Leaf Striped Patchwork Shirt",1,"visible",1,15.93,15.93,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5D/CC/640003cb-be55-4168-97eb-e1c7c887403c.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D8/60/5ee912c5-623b-4025-997a-9421d8f9dd92.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/80/40/fa56d87e-4ee3-4eac-aa7f-c106d6cf8007.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D4/21/2f4c2260-919a-4385-a9c5-a2af831c582e.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/24/D4/4f4c9ed0-5621-4260-892d-f1691dcb2a8f.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/21/CC/44c95ef2-4495-4cf1-8bb9-94647a34ce07.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D3/A6/7befec84-bcf3-4d71-801e-696b0088ad82.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/AC/26/0deee0fa-b978-4041-bb93-c82428cfc1b0.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/48/9A/251ceb23-aee9-487d-89d8-475947aa67df.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/1D/26/5f1daba2-3043-42ed-a930-272d8fca89bb.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5D/CC/640003cb-be55-4168-97eb-e1c7c887403c.jpg","Orange,Yellow","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL,ASIA 5XL",""
"variation","","SKUF08173-Orange","Plant & Leaf Striped Patchwork Shirt-Orange",1,"visible",1,15.93,15.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/1D/26/5f1daba2-3043-42ed-a930-272d8fca89bb.jpg","Orange","","SKUF08173"
